CNTR_ID,TOT_P_2018,TOT_P_2006,GRD_ID,TOT_P_2011,TOT_P_2021
SE,10696,10609,CRS3035RES50000mN4600000E4700000,10693,10704
DE,1721406,1632190,CRS3035RES50000mN2950000E4200000,1607483,1738304
BA-HR,108170,0,CRS3035RES50000mN2450000E4750000,132682,37492
EL,92364,93443,CRS3035RES50000mN1800000E5300000,94033,86296
IT,180012,172193,CRS3035RES50000mN2100000E4550000,178931,173317
ES,11854,13924,CRS3035RES50000mN2000000E3350000,13208,11898
NO,74437,60602,CRS3035RES50000mN5150000E4650000,67436,83310
NO,15289,14262,CRS3035RES50000mN4400000E4300000,15000,15189
BG-RS,66012,61574,CRS3035RES50000mN2300000E5350000,67690,47167
FI,7616,9259,CRS3035RES50000mN4550000E5100000,8648,7359
FR,220898,194269,CRS3035RES50000mN2650000E3400000,206863,238489
EL,24788,23118,CRS3035RES50000mN1700000E5850000,23926,25673
CH-IT,180425,163474,CRS3035RES50000mN2550000E4200000,170675,177912
DE,375243,346384,CRS3035RES50000mN3300000E4150000,356965,386343
EE,8751,8112,CRS3035RES50000mN3950000E5000000,7663,7105
FI,136,196,CRS3035RES50000mN5150000E5050000,157,150
EL,2859,2459,CRS3035RES50000mN2050000E5600000,2860,2541
FR,136498,119648,CRS3035RES50000mN2350000E3400000,128550,144275
FR,121833,117321,CRS3035RES50000mN2400000E3550000,122264,120630
IT,47099,45539,CRS3035RES50000mN2550000E4350000,47368,46566
SE,1054,1365,CRS3035RES50000mN4700000E4750000,1161,1048
ES,361989,353350,CRS3035RES50000mN1750000E3000000,365283,358474
DE,408962,402741,CRS3035RES50000mN2950000E4350000,395378,414456
CZ-PL,170243,180112,CRS3035RES50000mN3000000E4800000,172023,157304
NO,10460,10665,CRS3035RES50000mN4150000E4250000,10713,10326
IT,174853,179958,CRS3035RES50000mN1800000E4900000,175394,161655
PT,1422883,1429848,CRS3035RES50000mN2200000E2750000,1439130,1441516
HU-SK,134511,144108,CRS3035RES50000mN2850000E5150000,139118,129773
SE,299,340,CRS3035RES50000mN4400000E4450000,323,302
UK,29255,27751,CRS3035RES50000mN3900000E3550000,28841,0
DK,112007,109431,CRS3035RES50000mN3650000E4200000,111572,112955
RS,201252,0,CRS3035RES50000mN2300000E5200000,220247,0
IT,25575,25010,CRS3035RES50000mN2100000E4400000,24898,24180
DK,44370,45614,CRS3035RES50000mN3800000E4350000,44779,45455
PT,241879,260434,CRS3035RES50000mN2050000E2750000,258606,246425
EL,48921,48013,CRS3035RES50000mN1800000E5450000,43821,38009
IT,108312,88662,CRS3035RES50000mN1950000E4250000,99027,107363
NO,16768,16216,CRS3035RES50000mN4150000E4100000,16259,17040
FR,126129,114878,CRS3035RES50000mN2300000E3950000,122484,128001
SE,40006,37603,CRS3035RES50000mN3850000E4600000,37646,40128
HU,149450,166388,CRS3035RES50000mN2600000E5000000,158073,144388
NO,3845,3581,CRS3035RES50000mN5200000E4650000,3611,4161
FI,10689,12742,CRS3035RES50000mN4450000E5050000,11898,10363
FR,140353,137675,CRS3035RES50000mN2900000E3600000,142117,136695
SE,114835,104985,CRS3035RES50000mN4150000E4700000,108691,121077
SK,114736,112248,CRS3035RES50000mN2850000E5000000,116593,110347
BG,167944,189883,CRS3035RES50000mN2200000E5600000,183191,154525
FR,227425,213585,CRS3035RES50000mN2550000E3950000,221310,228640
PL,217287,226532,CRS3035RES50000mN3250000E4950000,224917,204201
PL,1087966,1064142,CRS3035RES50000mN3000000E4950000,1081650,1058814
FR,337143,326698,CRS3035RES50000mN2800000E3550000,333279,338724
EL,192630,201721,CRS3035RES50000mN2000000E5350000,188619,169083
UK,1149,1229,CRS3035RES50000mN4000000E3450000,1339,0
ES,10730,10688,CRS3035RES50000mN1000000E1550000,10740,11290
EL,37941,36939,CRS3035RES50000mN1700000E5250000,36564,36012
DK,28971,28701,CRS3035RES50000mN3650000E4350000,29313,29213
FI,58002,58061,CRS3035RES50000mN4200000E5050000,59872,57465
BG-RS,164693,170189,CRS3035RES50000mN2250000E5350000,174745,157781
FR,164359,153267,CRS3035RES50000mN2200000E4000000,157479,176391
FR,45997,39099,CRS3035RES50000mN2400000E3400000,41222,49977
SE,28111,28415,CRS3035RES50000mN4050000E4500000,27519,28189
IT,450128,444773,CRS3035RES50000mN2200000E4600000,451486,437848
BY-LT,3180,4663,CRS3035RES50000mN3650000E5350000,3677,2723
SE,224515,199677,CRS3035RES50000mN4050000E4650000,208272,229797
CH-DE,1042352,889795,CRS3035RES50000mN2700000E4200000,955374,1068250
FR,210961,184924,CRS3035RES50000mN2800000E3400000,199064,216942
HR-SI,165551,64455,CRS3035RES50000mN2450000E4600000,163506,163772
IT,12857,12681,CRS3035RES50000mN1900000E4650000,12173,12649
ES,44654,51545,CRS3035RES50000mN2200000E3000000,49137,43040
IT,3367,3209,CRS3035RES50000mN1950000E4550000,3256,3305
HR,0,0,CRS3035RES50000mN2200000E4750000,0,2
PL,239305,243052,CRS3035RES50000mN3200000E5100000,245856,222000
MK,118996,0,CRS3035RES50000mN2100000E5250000,130426,0
SE,417,486,CRS3035RES50000mN4600000E4550000,440,405
DE,1327595,1312242,CRS3035RES50000mN2800000E4250000,1256133,1334056
PL,162229,161781,CRS3035RES50000mN3350000E5050000,164427,152761
UK,80912,74168,CRS3035RES50000mN3650000E3500000,79910,0
FR,79824,77545,CRS3035RES50000mN2550000E3650000,79968,78072
NO,9303,9558,CRS3035RES50000mN4300000E4250000,9651,8997
LT,52264,68641,CRS3035RES50000mN3650000E5200000,60222,51309
ES,50818,52965,CRS3035RES50000mN1850000E3200000,54357,50092
ES,782210,699805,CRS3035RES50000mN2050000E3600000,763864,802042
SE,42458,38627,CRS3035RES50000mN3750000E4700000,39280,44484
HU-RO,274358,286449,CRS3035RES50000mN2600000E5150000,274486,258024
CZ,163509,157488,CRS3035RES50000mN2900000E4600000,161196,159462
UK,142496,134721,CRS3035RES50000mN3400000E3350000,139573,0
FI,18703,17124,CRS3035RES50000mN4150000E4850000,18307,18835
FR,1432123,1360600,CRS3035RES50000mN2900000E3750000,1388891,1477879
DE,80028,85293,CRS3035RES50000mN3400000E4200000,80791,81584
FR,106948,100448,CRS3035RES50000mN2400000E3850000,104744,108187
NO,22335,21342,CRS3035RES50000mN3900000E4100000,21888,28545
NL,2631360,2397095,CRS3035RES50000mN3250000E3950000,2486806,2696458
NO,5518,5666,CRS3035RES50000mN5000000E4550000,5594,6543
PL,348750,315802,CRS3035RES50000mN3250000E4800000,331418,360610
DE-LU,389806,357489,CRS3035RES50000mN2950000E4050000,369743,399579
BG-RO,47558,58147,CRS3035RES50000mN2450000E5750000,51954,44791
FI,31294,36694,CRS3035RES50000mN4400000E5300000,35082,30530
PT,1230078,1233406,CRS3035RES50000mN1900000E2650000,1255205,1275162
CZ-PL,368434,388030,CRS3035RES50000mN3050000E4850000,377548,343387
RO,7,704,CRS3035RES50000mN2650000E5850000,8,5
AT,561607,502194,CRS3035RES50000mN2650000E4700000,521376,570638
IE,99723,83875,CRS3035RES50000mN3400000E3200000,95772,108855
CZ,350340,325032,CRS3035RES50000mN2900000E4750000,344705,358481
IE-UK,76202,65814,CRS3035RES50000mN3550000E3150000,72910,70020
NO,604,565,CRS3035RES50000mN4500000E4200000,588,1779
DE-NL,310934,300931,CRS3035RES50000mN3350000E4050000,305372,316140
FI,7976,10194,CRS3035RES50000mN4550000E5250000,9331,7711
FR,433282,420678,CRS3035RES50000mN3000000E3800000,430321,431049
PL-SK,260839,242097,CRS3035RES50000mN2950000E5050000,251709,254178
SE,2813,3235,CRS3035RES50000mN4850000E4850000,2971,2756
BY-PL-UA,83382,86239,CRS3035RES50000mN3200000E5250000,86127,75144
DE-NL,801290,796717,CRS3035RES50000mN3200000E4100000,787146,811884
HR-HU,81497,0,CRS3035RES50000mN2500000E4900000,91944,74599
HU,373743,414344,CRS3035RES50000mN2800000E5100000,397326,363867
ES,59371,59841,CRS3035RES50000mN2000000E3050000,63628,62479
DE-NL,2246249,2234476,CRS3035RES50000mN3100000E4050000,2183624,2254983
IE,13740,13503,CRS3035RES50000mN3550000E3000000,13433,13896
IE,44801,39149,CRS3035RES50000mN3300000E3000000,43237,48426
NO,58135,53149,CRS3035RES50000mN4500000E4350000,55314,63093
HU,166397,178176,CRS3035RES50000mN2650000E4850000,171994,165164
CZ-PL,284570,291495,CRS3035RES50000mN3050000E4700000,289479,268362
FI,313,348,CRS3035RES50000mN5050000E5000000,354,305
MD-RO-UA,194690,282009,CRS3035RES50000mN2650000E5700000,200495,180604
ES,168925,155999,CRS3035RES50000mN1600000E3050000,165935,172773
UK,60834,53381,CRS3035RES50000mN3550000E3300000,58201,0
NO,3425,3304,CRS3035RES50000mN4600000E4400000,3362,3534
IS,82,136,CRS3035RES50000mN4800000E2950000,0,0
PT,107963,102184,CRS3035RES50000mN2350000E1250000,108121,106240
HU-RO-UA,251802,267251,CRS3035RES50000mN2800000E5250000,253214,238933
ES,134414,134812,CRS3035RES50000mN1650000E2900000,136402,133974
DE,514843,541344,CRS3035RES50000mN3200000E4250000,516736,515111
ES,62580,59121,CRS3035RES50000mN1850000E3350000,65449,63346
UK,3899701,3465065,CRS3035RES50000mN3150000E3600000,3678953,0
DE,259810,265258,CRS3035RES50000mN2900000E4450000,256528,263112
UK,2100656,1926900,CRS3035RES50000mN3400000E3500000,2024846,0
SE,208,244,CRS3035RES50000mN4850000E4700000,221,224
FI,18705,21560,CRS3035RES50000mN4350000E4950000,20202,18196
IT,104503,110190,CRS3035RES50000mN1850000E4200000,108011,98586
FI,6318,7811,CRS3035RES50000mN4750000E5200000,7075,6088
RO,270966,315595,CRS3035RES50000mN2550000E5500000,282809,259336
FR,1903848,1717278,CRS3035RES50000mN2500000E3900000,1787708,1971053
PL,153821,149087,CRS3035RES50000mN3450000E5100000,153072,139639
FR,281715,260238,CRS3035RES50000mN2300000E3650000,269683,286934
UK,116468,116586,CRS3035RES50000mN3550000E3450000,117261,0
FI-NO-SE,178,135,CRS3035RES50000mN5100000E4750000,173,182
FR,878348,851619,CRS3035RES50000mN2250000E4050000,867904,889973
EE-LV,22136,28557,CRS3035RES50000mN3900000E5250000,25026,21476
SE,65319,60351,CRS3035RES50000mN3650000E4650000,62446,78622
BG-MK-RS,50651,721,CRS3035RES50000mN2200000E5300000,53692,341
BA,240956,0,CRS3035RES50000mN2400000E4850000,269769,0
FI,33769,35681,CRS3035RES50000mN4650000E5000000,35156,32872
FI-SE,4035,4548,CRS3035RES50000mN4950000E4900000,4301,4020
RS,44573,0,CRS3035RES50000mN2350000E5250000,49617,0
IT,103702,109650,CRS3035RES50000mN1900000E4800000,107336,98011
BG,122819,130834,CRS3035RES50000mN2400000E5700000,121048,99512
DE,177444,175821,CRS3035RES50000mN2900000E4300000,174251,179753
UK,208696,208370,CRS3035RES50000mN3400000E3650000,207265,0
ES,34098,35003,CRS3035RES50000mN2350000E3100000,35820,33665
DE,76738,85786,CRS3035RES50000mN3300000E4450000,79861,75387
BG,138451,141122,CRS3035RES50000mN2200000E5450000,150780,131530
AL-EL,59249,57246,CRS3035RES50000mN1850000E5200000,59329,53937
FR,48930,50756,CRS3035RES50000mN2800000E3250000,49562,57188
PL,4508,4304,CRS3035RES50000mN3500000E4700000,4418,4235
CH-FR,385213,377522,CRS3035RES50000mN2700000E4050000,386782,378528
EL,70769,78103,CRS3035RES50000mN1600000E5350000,69756,55861
ES-PT,32264,37171,CRS3035RES50000mN2050000E2900000,34960,31120
ES,9145,10781,CRS3035RES50000mN2100000E3250000,10022,8957
SE,11716,11755,CRS3035RES50000mN4250000E4600000,11337,11655
IT,421,957,CRS3035RES50000mN1700000E4550000,415,520
FR,52517,54522,CRS3035RES50000mN2650000E3850000,54487,50535
NO,16819,15491,CRS3035RES50000mN5100000E4600000,16137,18159
SE,111668,102141,CRS3035RES50000mN3650000E4500000,105975,113660
EL,74221,83348,CRS3035RES50000mN1700000E5400000,74065,68078
AT-SI,600570,532067,CRS3035RES50000mN2550000E4650000,579704,614131
IT,171231,169062,CRS3035RES50000mN2200000E4450000,172498,165543
UK,3446,3271,CRS3035RES50000mN3900000E3250000,3503,0
ES,161337,157516,CRS3035RES50000mN2200000E3300000,163786,163716
EE,37225,41659,CRS3035RES50000mN4050000E5200000,36930,34447
HR,23080,0,CRS3035RES50000mN2400000E4700000,26077,21389
DE-FR,313023,293625,CRS3035RES50000mN2800000E4100000,304747,318851
EL,4258,6390,CRS3035RES50000mN1950000E5400000,3538,3141
FR,67233,64308,CRS3035RES50000mN2300000E3500000,68090,65707
IT-SM,578336,552118,CRS3035RES50000mN2300000E4500000,583435,566851
IT,1274043,1201896,CRS3035RES50000mN2450000E4450000,1253107,1269960
IT,102625,103384,CRS3035RES50000mN2550000E4500000,105020,99335
CY,99203,0,CRS3035RES50000mN1600000E6350000,95998,106829
FR,163814,167432,CRS3035RES50000mN2650000E3700000,166384,157777
FR,1014532,898821,CRS3035RES50000mN2450000E3450000,927841,1083583
IT,182269,187933,CRS3035RES50000mN2350000E4250000,185842,176816
NO,1864,1691,CRS3035RES50000mN5200000E4800000,1707,2004
ES-FR,28894,28491,CRS3035RES50000mN2200000E3450000,29795,29901
FR,76561,74657,CRS3035RES50000mN2400000E3700000,77231,76078
NO,19854,17131,CRS3035RES50000mN3900000E4250000,19168,33900
FR,39876,34484,CRS3035RES50000mN2100000E4250000,37587,40525
NO,1059956,854561,CRS3035RES50000mN4050000E4350000,943148,1127874
AL-ME,173879,0,CRS3035RES50000mN2100000E5100000,171961,0
LV,20351,26160,CRS3035RES50000mN3800000E5050000,23050,19416
NO,7668,7825,CRS3035RES50000mN4050000E4200000,7816,7467
IT,404,379,CRS3035RES50000mN2200000E4300000,390,376
PL,997780,955133,CRS3035RES50000mN3500000E4850000,976273,1012147
IT,947141,887209,CRS3035RES50000mN2450000E4300000,926424,937509
ES,241367,254284,CRS3035RES50000mN2400000E2850000,251198,239460
EE,145,96,CRS3035RES50000mN3900000E5100000,55,87
BA-ME-RS,32639,0,CRS3035RES50000mN2250000E5050000,37460,0
FR,150336,145212,CRS3035RES50000mN2550000E3500000,149941,149344
EL,0,60,CRS3035RES50000mN1800000E5750000,29,25
RS,154763,0,CRS3035RES50000mN2350000E5100000,166322,0
IT,19067,35877,CRS3035RES50000mN1900000E4950000,18491,20458
