CNTR_ID,TOT_P_2018,TOT_P_2006,GRD_ID,TOT_P_2011,TOT_P_2021
IS,22377,16181,CRS3035RES50000mN4900000E2750000,18210,0
MD-RO,198849,220264,CRS3035RES50000mN2750000E5650000,188057,183781
FI,7815,9853,CRS3035RES50000mN4450000E5300000,8872,7511
HU-SK,150212,158093,CRS3035RES50000mN2800000E4950000,154844,147462
IE,13875,13567,CRS3035RES50000mN3500000E3000000,14290,14604
SE,36643,36506,CRS3035RES50000mN4300000E4650000,36231,37111
PT,52911,53106,CRS3035RES50000mN2500000E1200000,53897,50777
UK,760434,676242,CRS3035RES50000mN3100000E3600000,718112,0
FI,13292,14896,CRS3035RES50000mN4850000E5150000,14392,13196
DE,112678,127634,CRS3035RES50000mN3250000E4400000,118024,108980
IT,84303,109943,CRS3035RES50000mN1500000E4700000,80418,84543
DE-NL,384610,376693,CRS3035RES50000mN3250000E4100000,379573,389143
FI,55070,59521,CRS3035RES50000mN4300000E4950000,58083,53896
FI,69538,65025,CRS3035RES50000mN4550000E4950000,67927,69822
UK,403773,360509,CRS3035RES50000mN3350000E3600000,381610,0
UK,907057,810868,CRS3035RES50000mN3250000E3550000,846703,0
DE,490690,485973,CRS3035RES50000mN3000000E4100000,483353,494096
FI,1227,1738,CRS3035RES50000mN4700000E5200000,1486,1170
IE,103808,89424,CRS3035RES50000mN3500000E3150000,100831,114741
DE,365500,370833,CRS3035RES50000mN3000000E4250000,361008,367324
DE-NL,1197254,1204727,CRS3035RES50000mN3150000E4050000,1185765,1204416
UK,540046,480755,CRS3035RES50000mN3100000E3450000,518372,0
BE-FR,409036,402975,CRS3035RES50000mN3100000E3750000,405527,416879
RO,666,864,CRS3035RES50000mN2600000E5850000,797,640
RO,70310,81269,CRS3035RES50000mN2600000E5550000,75375,70542
ES,28400,30565,CRS3035RES50000mN1850000E2900000,29716,28706
AT-SK,577437,525785,CRS3035RES50000mN2800000E4800000,532623,618329
IS,136,396,CRS3035RES50000mN5050000E2850000,80,0
ES,143971,153918,CRS3035RES50000mN2400000E3000000,152590,142228
IT,107280,99037,CRS3035RES50000mN1650000E4500000,109002,102652
AL-EL,2793,2175,CRS3035RES50000mN1900000E5100000,2069,1281
DE,320578,295145,CRS3035RES50000mN2850000E4400000,301356,327203
CH,917288,785109,CRS3035RES50000mN2650000E4150000,841049,939293
NO-SE,12,20,CRS3035RES50000mN4800000E4550000,12,8
SE,8326,6640,CRS3035RES50000mN4450000E4450000,7187,9047
SE,2562,2951,CRS3035RES50000mN4300000E4500000,2799,2700
CZ-DE,329690,372529,CRS3035RES50000mN3100000E4600000,345734,321664
DE,2518905,2407800,CRS3035RES50000mN3250000E4550000,2301142,2585079
IT,125084,135488,CRS3035RES50000mN2000000E4750000,128284,117915
FI-SE,1412,1653,CRS3035RES50000mN5050000E4850000,1532,1366
LT-PL,129080,130500,CRS3035RES50000mN3500000E5150000,130838,121304
FR,184279,157465,CRS3035RES50000mN2250000E3600000,171462,191872
CH-IT,1511540,1434809,CRS3035RES50000mN2500000E4200000,1475631,1490647
EL,10674,9742,CRS3035RES50000mN1600000E5900000,10681,10713
EL,11141,10329,CRS3035RES50000mN1550000E5450000,11341,9579
RO,154580,170350,CRS3035RES50000mN2750000E5350000,154692,149826
UK,8332,8827,CRS3035RES50000mN3950000E3550000,8413,0
AT,67154,67045,CRS3035RES50000mN2700000E4600000,66359,66764
UK,24115,24695,CRS3035RES50000mN3600000E3350000,24137,0
NO,6926,6974,CRS3035RES50000mN4100000E4250000,6839,6798
LV,61886,67507,CRS3035RES50000mN3850000E5200000,64163,60504
ES,55148,56758,CRS3035RES50000mN1650000E3200000,57822,56071
FR,112304,100697,CRS3035RES50000mN2050000E4200000,104920,119191
RO,257684,265891,CRS3035RES50000mN2600000E5400000,255909,262302
PL,396056,394669,CRS3035RES50000mN3100000E4750000,399432,378720
RS,248008,0,CRS3035RES50000mN2400000E5150000,240315,0
BA-HR,11678,0,CRS3035RES50000mN2350000E4800000,14690,2239
IS,635,542,CRS3035RES50000mN4750000E2900000,571,0
NO,237921,196158,CRS3035RES50000mN4450000E4300000,214734,255570
IT,185310,171716,CRS3035RES50000mN2500000E4350000,182675,184056
FR,78799,79486,CRS3035RES50000mN2700000E3750000,80809,75872
DK,106596,105530,CRS3035RES50000mN3600000E4200000,106959,105587
EE,176564,159158,CRS3035RES50000mN4100000E5100000,167955,181258
IT,20104,18945,CRS3035RES50000mN1850000E4900000,20008,18934
PL,60564,62883,CRS3035RES50000mN3500000E5000000,62932,53024
NO-SE,20,6,CRS3035RES50000mN5050000E4700000,0,23
ES,18955,21536,CRS3035RES50000mN2050000E3350000,20961,18858
EL,4237,4943,CRS3035RES50000mN1750000E5700000,4234,4586
BG-TR,14724,15503,CRS3035RES50000mN2250000E5750000,15342,12924
IT,105885,106158,CRS3035RES50000mN1900000E4250000,107292,100298
FI,75917,76128,CRS3035RES50000mN4250000E5050000,77446,75501
UK,4171,4107,CRS3035RES50000mN3950000E3400000,4152,0
PL,142440,129203,CRS3035RES50000mN3450000E4800000,136919,140114
FR,456874,447454,CRS3035RES50000mN2950000E3600000,454373,463088
BA,261263,0,CRS3035RES50000mN2350000E4950000,274320,0
FR,142126,141407,CRS3035RES50000mN2850000E3550000,144272,137726
FI,1,6,CRS3035RES50000mN5100000E5050000,1,2
DK,37185,37271,CRS3035RES50000mN3600000E4350000,37413,37769
SE,62606,58998,CRS3035RES50000mN3800000E4600000,59028,62865
FR,469595,443068,CRS3035RES50000mN2700000E3600000,455626,475762
IT,385499,394971,CRS3035RES50000mN1750000E4850000,384985,366837
EE,9367,9022,CRS3035RES50000mN4000000E5050000,7810,7691
PL,1095401,1153776,CRS3035RES50000mN3200000E4950000,1130463,1069823
BA-RS,376095,0,CRS3035RES50000mN2400000E5000000,421766,0
NO,104081,89300,CRS3035RES50000mN4350000E4100000,96171,139902
ES-PT,253901,266309,CRS3035RES50000mN2250000E2750000,264494,254894
CY,178,0,CRS3035RES50000mN1650000E6500000,246,430
PL,108762,108135,CRS3035RES50000mN3450000E4950000,110589,98607
HU,124842,136273,CRS3035RES50000mN2650000E5000000,129168,123005
FR,35482,33475,CRS3035RES50000mN2350000E3950000,35202,35875
ES,293163,285700,CRS3035RES50000mN2350000E2800000,296480,294960
EL,3935,4764,CRS3035RES50000mN2000000E5600000,4115,3367
FR,171138,159110,CRS3035RES50000mN2750000E3350000,164356,182235
SE,19,25,CRS3035RES50000mN3900000E4800000,23,17
BG-EL,135507,134211,CRS3035RES50000mN2150000E5550000,142419,123784
IT,121705,114510,CRS3035RES50000mN2150000E4400000,118715,119748
EL,120028,120279,CRS3035RES50000mN1900000E5250000,116390,117532
FR,233164,200541,CRS3035RES50000mN2850000E3400000,217531,241489
NO-SE,17390,17806,CRS3035RES50000mN3950000E4400000,17110,17291
EL,1162,1049,CRS3035RES50000mN1500000E5850000,1082,1219
NO,88829,75698,CRS3035RES50000mN4000000E4050000,83002,116019
IT,64161,62295,CRS3035RES50000mN2150000E4550000,64363,60304
ES,13951,16519,CRS3035RES50000mN2100000E2950000,15244,13407
FR,358881,319126,CRS3035RES50000mN2250000E3750000,333816,374387
NO,28601,26564,CRS3035RES50000mN4250000E4050000,27486,35415
IT,38201,37286,CRS3035RES50000mN2100000E4800000,37527,36211
FR,25420,24313,CRS3035RES50000mN2400000E4000000,25455,25400
IT,253239,248994,CRS3035RES50000mN2000000E4600000,247722,247704
SE,39729,36487,CRS3035RES50000mN3700000E4550000,36551,39804
FR,28510,27056,CRS3035RES50000mN2600000E3400000,28772,28935
BG-MK,137670,140563,CRS3035RES50000mN2150000E5400000,143637,128460
SE,22940,24035,CRS3035RES50000mN3950000E4550000,22571,22819
CH-FR,293098,278044,CRS3035RES50000mN2650000E4000000,286966,299618
ES,27422,33412,CRS3035RES50000mN2350000E2950000,31056,25836
NO,16837,16919,CRS3035RES50000mN4100000E4100000,16947,18942
FR,96627,92678,CRS3035RES50000mN2350000E3800000,97145,99403
EL-MK,132771,113465,CRS3035RES50000mN2050000E5350000,133538,91922
LV,19098,27170,CRS3035RES50000mN3850000E5350000,21664,17809
IT,292533,280058,CRS3035RES50000mN2250000E4600000,287398,286071
FI,10961,13303,CRS3035RES50000mN4400000E5000000,12355,10538
ES,167804,158618,CRS3035RES50000mN1850000E3100000,170516,168037
SE,11583,11663,CRS3035RES50000mN4150000E4750000,11376,12603
SE,1442,1705,CRS3035RES50000mN4800000E4800000,1493,1443
IE,63226,58964,CRS3035RES50000mN3400000E2950000,62049,66561
ES,29823,31819,CRS3035RES50000mN2300000E3050000,31122,28994
IT,324300,311202,CRS3035RES50000mN2350000E4100000,320850,319299
CZ,204727,204734,CRS3035RES50000mN2900000E4700000,202155,200050
FR,647829,621058,CRS3035RES50000mN2950000E3650000,635428,656063
DE,564476,566407,CRS3035RES50000mN3050000E4200000,548271,569061
ES,31343,32754,CRS3035RES50000mN2100000E3300000,33703,30381
EL,23205,23658,CRS3035RES50000mN1500000E5600000,19244,20305
NL,35,67,CRS3035RES50000mN3200000E3850000,78,60
UK,581,564,CRS3035RES50000mN4000000E3400000,608,0
NO,281,344,CRS3035RES50000mN4250000E4200000,297,249
PL,173359,177717,CRS3035RES50000mN3250000E4900000,178954,161435
EL,15643,15987,CRS3035RES50000mN2050000E5550000,15551,14181
FR,415671,392164,CRS3035RES50000mN2500000E3750000,403582,429154
UK,48994,48331,CRS3035RES50000mN3300000E3300000,48638,0
HR-HU,240191,0,CRS3035RES50000mN2550000E4800000,252725,226925
PL,89060,85888,CRS3035RES50000mN3450000E4650000,89168,83647
EL,3520,3393,CRS3035RES50000mN1950000E5500000,3496,3171
CZ-PL,222326,223245,CRS3035RES50000mN3000000E4750000,220878,214511
PL,203834,208598,CRS3035RES50000mN3200000E5000000,209334,192709
BA-HR-ME,76787,0,CRS3035RES50000mN2150000E5000000,73861,4726
FI,99642,93487,CRS3035RES50000mN4450000E4900000,97798,99507
IE,187969,163291,CRS3035RES50000mN3500000E3050000,176317,200212
IS,429,509,CRS3035RES50000mN4950000E3200000,500,0
BG-RO,159241,191934,CRS3035RES50000mN2400000E5450000,176304,150878
PL,182799,181781,CRS3035RES50000mN3350000E5000000,184758,172189
EL,30602,38937,CRS3035RES50000mN1700000E5350000,30591,25243
DE,239933,257303,CRS3035RES50000mN3100000E4200000,244895,236565
ES,122465,102344,CRS3035RES50000mN950000E1750000,127318,123439
ES,2016,1156,CRS3035RES50000mN1900000E3800000,2161,1420
EL,70602,81266,CRS3035RES50000mN1850000E5350000,70370,62625
IT,193351,186217,CRS3035RES50000mN1600000E4550000,194571,184719
IE,93063,84014,CRS3035RES50000mN3450000E3050000,91193,99609
FR,37576,38290,CRS3035RES50000mN2750000E3900000,39256,35889
EE,21564,25055,CRS3035RES50000mN4050000E5100000,21068,19937
RO,183203,205099,CRS3035RES50000mN2550000E5450000,189142,174368
IT,1805890,1792361,CRS3035RES50000mN2400000E4100000,1786371,1751371
AT-CZ,91221,96704,CRS3035RES50000mN2850000E4700000,93258,88995
FR,117087,113603,CRS3035RES50000mN2800000E3650000,116889,115510
FR,67511,67591,CRS3035RES50000mN2800000E3900000,68790,64251
FR,200949,188426,CRS3035RES50000mN2600000E3900000,197046,201389
IE-UK,125755,105384,CRS3035RES50000mN3600000E3200000,115701,2277
ES,186223,189969,CRS3035RES50000mN1700000E3100000,193470,183711
SE,1026116,834473,CRS3035RES50000mN4000000E4750000,937103,1072391
NO,3995,4181,CRS3035RES50000mN4300000E4200000,4162,3924
IS,1281,648,CRS3035RES50000mN4900000E2850000,522,0
ES,19580,22784,CRS3035RES50000mN1900000E3100000,22028,19815
AT-DE,316173,309743,CRS3035RES50000mN2800000E4550000,304727,320727
PL,225913,224234,CRS3035RES50000mN3300000E4650000,225898,213199
SE,10585,11200,CRS3035RES50000mN4750000E4800000,10635,10537
AT-IT,90624,95757,CRS3035RES50000mN2600000E4550000,93002,89531
ES,45613,47097,CRS3035RES50000mN2250000E3050000,47741,45821
CY,260019,0,CRS3035RES50000mN1600000E6400000,253614,278833
NO,620,674,CRS3035RES50000mN4100000E4200000,661,591
DE,8188,8157,CRS3035RES50000mN3400000E4100000,7947,10370
NO,3544,3552,CRS3035RES50000mN5200000E4750000,3519,3963
ES,8377,10119,CRS3035RES50000mN1000000E1600000,8040,8768
SE,2160,2525,CRS3035RES50000mN4700000E4650000,2365,2103
ES,14230,5958,CRS3035RES50000mN1800000E3650000,13694,10989
UK,418858,405189,CRS3035RES50000mN3100000E3300000,414291,0
IT,3070,2928,CRS3035RES50000mN1700000E4700000,3036,2920
FI,64133,63204,CRS3035RES50000mN4300000E4900000,64231,63801
IT,55758,53557,CRS3035RES50000mN1900000E4700000,52318,53803
FR,102376,97496,CRS3035RES50000mN2700000E4000000,100842,102071
ES-PT,14982,18748,CRS3035RES50000mN2200000E2950000,17139,14186
IS,1055,2275,CRS3035RES50000mN4800000E3200000,1445,0
FI,17007,16306,CRS3035RES50000mN4500000E4900000,16845,16940
SE,1836,2360,CRS3035RES50000mN4500000E4650000,2067,1833
EE-LV,15116,21269,CRS3035RES50000mN3900000E5350000,18090,14283
EL,173319,171223,CRS3035RES50000mN1800000E5500000,168128,169712
ES-PT,53713,57178,CRS3035RES50000mN1800000E2750000,57717,52887
NO,500,246,CRS3035RES50000mN5400000E5000000,452,435
SE,31753,29837,CRS3035RES50000mN3800000E4550000,30200,32799
BA-HR,76343,0,CRS3035RES50000mN2400000E4800000,89108,4
NO,197477,168418,CRS3035RES50000mN4150000E4050000,183135,260880
RO,352926,357756,CRS3035RES50000mN2500000E5600000,345736,370082
HR-HU-SI,188262,81324,CRS3035RES50000mN2600000E4800000,196018,181447
PL,186136,189674,CRS3035RES50000mN3100000E4900000,189724,171986
RO,207328,250469,CRS3035RES50000mN2700000E5600000,218526,209722
PL,297367,299990,CRS3035RES50000mN3300000E4900000,301850,274561
FI,107766,102207,CRS3035RES50000mN4200000E5000000,107255,108070
IS,9342,7362,CRS3035RES50000mN4850000E2850000,9202,0
ES,375673,359904,CRS3035RES50000mN2300000E3300000,369812,375570
FI,34630,34235,CRS3035RES50000mN4600000E5000000,34802,34351
IT,5912,0,CRS3035RES50000mN1350000E4550000,5687,6056
DE,244575,245724,CRS3035RES50000mN3250000E4200000,241511,248649
IT,117345,121775,CRS3035RES50000mN2050000E4650000,119398,110630
RO,495338,503917,CRS3035RES50000mN2700000E5350000,498876,460230
FR,192743,184887,CRS3035RES50000mN2750000E3650000,190967,190874
CH,194831,162075,CRS3035RES50000mN2550000E4100000,176518,196660
AT,137632,144172,CRS3035RES50000mN2700000E4700000,140680,136212
IE-UK,130024,116918,CRS3035RES50000mN3550000E3200000,125276,92226
PL,165215,159754,CRS3035RES50000mN3400000E4800000,164303,156488
SE,13484,14261,CRS3035RES50000mN3800000E4800000,13472,13728
ES,51637,55901,CRS3035RES50000mN2100000E3050000,55161,50472
NO,225783,200773,CRS3035RES50000mN4000000E4300000,211831,260100
BE-FR-LU,756064,683734,CRS3035RES50000mN2900000E4000000,711381,782544
SE,30043,29490,CRS3035RES50000mN3850000E4700000,29526,32827
FI,131409,125592,CRS3035RES50000mN4250000E5100000,132375,131548
FI,477,566,CRS3035RES50000mN4100000E4900000,510,466
ES-PT,17997,21748,CRS3035RES50000mN1750000E2750000,18832,19403
PL,269136,260563,CRS3035RES50000mN3200000E4750000,265472,262893
EL,3624549,3881643,CRS3035RES50000mN1750000E5500000,3585720,3572018
HR-SI,115236,100812,CRS3035RES50000mN2500000E4650000,112374,117933
FI,41039,42114,CRS3035RES50000mN4250000E4900000,41392,40705
ES,60739,60592,CRS3035RES50000mN1850000E3800000,62871,64623
ES,75703,73183,CRS3035RES50000mN2050000E3050000,79493,76110
NO,0,2,CRS3035RES50000mN5300000E5100000,0,0
FR,353245,314082,CRS3035RES50000mN2550000E3900000,334324,362493
ES,268057,245847,CRS3035RES50000mN1600000E3200000,259606,275772
HR-SI,243572,1470,CRS3035RES50000mN2450000E4650000,252673,226087
IT,280567,283165,CRS3035RES50000mN2100000E4650000,287453,269688
DE,1090565,1065331,CRS3035RES50000mN3300000E4200000,1044170,1093027
SE,1135,1253,CRS3035RES50000mN4950000E4800000,1228,1149
BG-RO,125747,145487,CRS3035RES50000mN2350000E5450000,138456,117218
PL,216114,218196,CRS3035RES50000mN3150000E4750000,220855,206255
BE-FR,159111,162180,CRS3035RES50000mN2950000E3900000,163924,154828
PL,4249,3860,CRS3035RES50000mN3550000E4800000,4109,4086
RO,47688,52866,CRS3035RES50000mN2750000E5450000,49726,46569
CH,472268,422010,CRS3035RES50000mN2600000E4100000,442540,469756
IT,650,0,CRS3035RES50000mN1400000E4550000,416,404
EL,81936,76957,CRS3035RES50000mN1450000E5600000,78198,77702
NO,591,623,CRS3035RES50000mN5250000E5100000,638,717
IE,4,8,CRS3035RES50000mN3550000E2950000,5,3
ES,123825,121432,CRS3035RES50000mN1850000E2850000,127680,121777
BG-EL,133684,126911,CRS3035RES50000mN2100000E5550000,132073,125925
EL,55403,63548,CRS3035RES50000mN1650000E5350000,54740,44801
PL,170171,172824,CRS3035RES50000mN3150000E5000000,174282,158930
ES,133539,126678,CRS3035RES50000mN2250000E3300000,133798,135574
MD-RO,35478,43302,CRS3035RES50000mN2850000E5600000,41073,35670
BA-HR-ME,40249,0,CRS3035RES50000mN2200000E5000000,46994,480
FI,17767,18991,CRS3035RES50000mN4150000E5000000,18842,17515
RO,146030,166366,CRS3035RES50000mN2650000E5350000,155053,146738
BG-RO,160572,173919,CRS3035RES50000mN2450000E5600000,173876,164321
FI,11874,13173,CRS3035RES50000mN4550000E5000000,12504,11544
FI,17443,19413,CRS3035RES50000mN4300000E5100000,18850,16934
IS,353,129,CRS3035RES50000mN4950000E2950000,98,0
ES,21843,24394,CRS3035RES50000mN2000000E3400000,23865,21367
ES,24592,28002,CRS3035RES50000mN2450000E2850000,26652,25154
SE,391,325,CRS3035RES50000mN4750000E4550000,334,397
FR,8371753,7897224,CRS3035RES50000mN2850000E3750000,8140294,8454486
DE,3112824,3160130,CRS3035RES50000mN3150000E4100000,3076300,3108017
AT-DE,310912,290486,CRS3035RES50000mN2750000E4550000,294330,316903
NO,5928,6241,CRS3035RES50000mN4200000E4050000,6014,7509
NO,325,388,CRS3035RES50000mN5150000E4750000,370,291
BE-NL,280313,282287,CRS3035RES50000mN3150000E3850000,283057,286348
ES,203388,196603,CRS3035RES50000mN2200000E3150000,205623,202601
FR,428891,423443,CRS3035RES50000mN2850000E4000000,432489,434212
RO,79634,88494,CRS3035RES50000mN2550000E5700000,84665,77549
SE,67,81,CRS3035RES50000mN4850000E4650000,71,60
UK,13063,12614,CRS3035RES50000mN3650000E3300000,13519,0
FR,43717,42261,CRS3035RES50000mN2450000E3750000,44290,42813
CZ-DE-PL,390483,379828,CRS3035RES50000mN3050000E4650000,385578,386883
ES,11175,10505,CRS3035RES50000mN900000E1900000,12982,11315
AL-EL,41499,43922,CRS3035RES50000mN1950000E5250000,42069,34822
FR,130717,122272,CRS3035RES50000mN2450000E4000000,127695,131636
EL-TR,1007,2300,CRS3035RES50000mN2150000E5700000,1029,631
ES-PT,17739,21028,CRS3035RES50000mN2150000E2950000,20015,16853
UK,122705,118500,CRS3035RES50000mN3250000E3300000,120933,0
SE,16155,16748,CRS3035RES50000mN4450000E4650000,15965,15396
BA-HR,154860,0,CRS3035RES50000mN2250000E4900000,164570,29982
SE,72623,67704,CRS3035RES50000mN3750000E4550000,68836,72646
IT,21774,21336,CRS3035RES50000mN1750000E4800000,21846,19702
DE-FR,439176,416741,CRS3035RES50000mN2750000E4100000,427903,443614
EE,3070,2960,CRS3035RES50000mN4000000E5000000,2497,2301
RO,183095,163620,CRS3035RES50000mN2450000E5550000,189374,194271
DE,234318,243450,CRS3035RES50000mN3000000E4300000,234743,234768
SE,25548,25634,CRS3035RES50000mN3850000E4650000,24910,25083
SE,8325,8681,CRS3035RES50000mN4550000E4750000,8266,8530
BG,66517,69126,CRS3035RES50000mN2300000E5600000,64579,56174
FR,199732,186415,CRS3035RES50000mN2350000E3900000,192790,203604
EL,90320,92134,CRS3035RES50000mN1750000E5450000,91560,84370
IE,75536,67345,CRS3035RES50000mN3350000E3200000,73353,81705
FI,9129,7666,CRS3035RES50000mN4100000E4850000,8091,9321
FR,273290,255973,CRS3035RES50000mN2900000E3550000,266946,277661
ES-PT,201218,192400,CRS3035RES50000mN1900000E2850000,202665,201977
DE-NL,714346,715272,CRS3035RES50000mN3200000E4050000,717859,721454
PL,103430,102268,CRS3035RES50000mN3400000E4750000,104950,92843
SE,168807,151654,CRS3035RES50000mN3850000E4450000,158419,173015
RO,73042,91773,CRS3035RES50000mN2800000E5450000,77997,73570
AT,46587,51632,CRS3035RES50000mN2700000E4650000,49134,45463
UK,4053,5010,CRS3035RES50000mN3700000E3300000,4105,0
SE,54606,49372,CRS3035RES50000mN3700000E4700000,51354,57702
ES,27143,30618,CRS3035RES50000mN1950000E3000000,30325,26738
MT,32719,30979,CRS3035RES50000mN1450000E4700000,31376,39287
NO,727,887,CRS3035RES50000mN5300000E4850000,748,735
BG-EL,79723,85834,CRS3035RES50000mN2150000E5450000,84309,77265
UK,1185907,1102327,CRS3035RES50000mN3200000E3400000,1148738,0
ES,15610,19461,CRS3035RES50000mN1800000E3200000,17837,14973
DE,16254,16419,CRS3035RES50000mN3450000E4200000,16355,16484
SE,1830,2151,CRS3035RES50000mN4600000E4750000,1933,1836
IS,325,1162,CRS3035RES50000mN5000000E3150000,664,0
NO,3234,3266,CRS3035RES50000mN5250000E4850000,3186,3264
EL,54787,53924,CRS3035RES50000mN2000000E5450000,55238,52827
FI,2837,3616,CRS3035RES50000mN4800000E5000000,3255,2681
NO,16216,16736,CRS3035RES50000mN4150000E4300000,16497,15927
FR,73079,74298,CRS3035RES50000mN2200000E3900000,72061,73581
FI,0,2,CRS3035RES50000mN5100000E4900000,0,0
FR,63039,63037,CRS3035RES50000mN2600000E3650000,64721,60636
SE,31816,31835,CRS3035RES50000mN3700000E4650000,30883,31785
PL,167349,157708,CRS3035RES50000mN3150000E4800000,162460,160954
IE,135996,124214,CRS3035RES50000mN3350000E3150000,133979,147621
EL,159527,163102,CRS3035RES50000mN1900000E5400000,160312,151153
HR-SI,39082,2459,CRS3035RES50000mN2450000E4700000,43725,37053
CZ-DE-PL,291813,307411,CRS3035RES50000mN3100000E4650000,298361,276795
FR,88292,92743,CRS3035RES50000mN2650000E3800000,93576,85813
FR,253537,228135,CRS3035RES50000mN2850000E3800000,241787,257595
RO,457093,492182,CRS3035RES50000mN2600000E5500000,456419,457400
IS,0,0,CRS3035RES50000mN4850000E3100000,2,0
DE,416311,446847,CRS3035RES50000mN3150000E4300000,420304,409406
RO,174799,204619,CRS3035RES50000mN2800000E5500000,186943,184407
SE,12,33,CRS3035RES50000mN4900000E4650000,15,16
IT,118381,120052,CRS3035RES50000mN2200000E4550000,122460,110545
BA,74298,0,CRS3035RES50000mN2300000E4900000,79388,0
ES,49597,51603,CRS3035RES50000mN1800000E3000000,51640,49113
SE,61146,58009,CRS3035RES50000mN4100000E4650000,57465,60567
BG-EL-TR,57937,60217,CRS3035RES50000mN2150000E5650000,57246,49409
IT,5920,5348,CRS3035RES50000mN1500000E4450000,5734,5655
FI,6727,7303,CRS3035RES50000mN5000000E5000000,6930,6596
CY,4287,0,CRS3035RES50000mN1550000E6350000,3896,4907
FI-SE,3796,4729,CRS3035RES50000mN4900000E4900000,4301,3792
FI,164,175,CRS3035RES50000mN5200000E5000000,165,152
PT,5750,5750,CRS3035RES50000mN2300000E1250000,5831,5490
NO,2525,2782,CRS3035RES50000mN4400000E4100000,2653,3825
AL,971330,0,CRS3035RES50000mN2050000E5100000,975822,0
ES,16099,17035,CRS3035RES50000mN2200000E3200000,16845,15950
ES,118300,120601,CRS3035RES50000mN1650000E3050000,119638,117374
ES,144806,121001,CRS3035RES50000mN2000000E3200000,143148,152868
DE-PL,128833,142780,CRS3035RES50000mN3400000E4550000,133863,131493
UK,115624,109008,CRS3035RES50000mN3300000E3750000,112980,0
EL,76377,65515,CRS3035RES50000mN1450000E5550000,74480,72559
ES,50664,52691,CRS3035RES50000mN2150000E3150000,53191,51258
ES,151767,135422,CRS3035RES50000mN2350000E3150000,151899,151441
AT-DE,295210,277164,CRS3035RES50000mN2700000E4450000,277600,298148
BA-HR,119817,0,CRS3035RES50000mN2400000E4750000,118235,9707
RO,78294,88604,CRS3035RES50000mN2650000E5550000,83992,78635
RO,122817,144401,CRS3035RES50000mN2750000E5250000,131602,120654
ES,549653,501601,CRS3035RES50000mN1650000E3100000,544700,561664
ES,49051,46013,CRS3035RES50000mN1800000E3700000,48305,50317
NO,281,358,CRS3035RES50000mN5300000E4900000,320,288
SE,616,852,CRS3035RES50000mN4750000E4750000,711,601
NO,7717,8000,CRS3035RES50000mN4850000E4450000,7990,9654
SE,9920,10566,CRS3035RES50000mN4400000E4550000,10195,9754
IS,708,750,CRS3035RES50000mN4800000E3150000,642,0
PT,36927,36726,CRS3035RES50000mN1850000E2650000,37595,36090
PL,286158,286170,CRS3035RES50000mN3450000E4900000,289153,257943
NO,12429,11686,CRS3035RES50000mN5100000E4650000,11957,12327
NO,127,142,CRS3035RES50000mN4100000E4150000,148,123
NO,5379,5396,CRS3035RES50000mN4450000E4200000,5302,10218
BE-FR,501755,495987,CRS3035RES50000mN3000000E3850000,503946,495580
FR,89816,85881,CRS3035RES50000mN2500000E3800000,88424,90066
PT,71300,82763,CRS3035RES50000mN2100000E2850000,78513,71039
ES,341868,286156,CRS3035RES50000mN1700000E2850000,330817,349276
PL,377015,365542,CRS3035RES50000mN3050000E5100000,373796,352369
PL,126975,125368,CRS3035RES50000mN3250000E4650000,128174,121319
EL,21388,20867,CRS3035RES50000mN1950000E5450000,20708,20204
SE,89890,77624,CRS3035RES50000mN3700000E4450000,81829,92549
FR,79134,69795,CRS3035RES50000mN2300000E3750000,76385,81671
FR,15789,14237,CRS3035RES50000mN2100000E4200000,14860,16009
LV,24738,30528,CRS3035RES50000mN3800000E5000000,27753,23982
ES,48756,52123,CRS3035RES50000mN2400000E2950000,52047,46902
RO,73942,82984,CRS3035RES50000mN2600000E5450000,72154,68387
NL,2712350,2523462,CRS3035RES50000mN3200000E3900000,2585599,2771447
IT,1214646,1134540,CRS3035RES50000mN2450000E4200000,1179903,1206663
FI-NO,84,113,CRS3035RES50000mN5100000E4850000,98,78
BA-RS,61495,0,CRS3035RES50000mN2350000E5000000,72390,0
IE,47184,38230,CRS3035RES50000mN3300000E3050000,43495,51539
EL,241458,234125,CRS3035RES50000mN1900000E5350000,233304,225122
BE,664807,619594,CRS3035RES50000mN3050000E3950000,639566,673440
SE,8358,8534,CRS3035RES50000mN3900000E4700000,8021,9394
IE,83595,74875,CRS3035RES50000mN3500000E3100000,81859,88872
ES,77292,74650,CRS3035RES50000mN1750000E2950000,79246,76572
IE,7528,7638,CRS3035RES50000mN3650000E3100000,7779,7668
UK,38063,38084,CRS3035RES50000mN3550000E3400000,38835,0
SE,31,34,CRS3035RES50000mN4400000E4750000,27,29
PL,1303471,1247779,CRS3035RES50000mN3000000E5000000,1256676,1338669
SE,7846,8193,CRS3035RES50000mN4600000E4800000,7860,7862
ES,145924,141510,CRS3035RES50000mN1900000E2900000,146742,145228
FR,187194,171376,CRS3035RES50000mN2350000E3850000,181434,190952
EL,39499,38678,CRS3035RES50000mN1800000E5700000,38387,36836
HU-SK,209465,223801,CRS3035RES50000mN2800000E5000000,219630,200519
BG,107195,120999,CRS3035RES50000mN2300000E5550000,125315,102291
RO,14031,12446,CRS3035RES50000mN2500000E5800000,13717,13246
FR,85122,83690,CRS3035RES50000mN2850000E3300000,87501,83800
